title,series,author,genre,date_published,publisher,lang,rating_count,rate,award,publisher_clean
"The Year of the Flood (MaddAddam, #2)",True,Margaret Atwood,Fiction,2009.0,Doubleday Nan A. Talese,English,119812,4.03,5,doubledaynanatalese
Team of Rivals: The Political Genius of Abraham Lincoln,False,Doris Kearns Goodwin,History,2006.0,Simon & Schuster,English,178128,4.22,4,simonschuster
"A Discovery of Witches (All Souls Trilogy, #1)",True,Deborah Harkness,Fantasy,2011.0,Viking Penguin,English,428844,4.0,2,vikingpenguin
"Wonder (Wonder, #1)",True,R.J. Palacio,Young Adult,2012.0,Alfred A. Knopf,English,880346,4.4,5,alfredaknopf
Stiff: The Curious Lives of Human Cadavers,False,Mary Roach,Nonfiction,2004.0,W. W. Norton  Company,English,192707,4.04,3,wwnortoncompany
Snow,False,Orhan Pamuk,Fiction,2005.0,Vintage Books,English,44981,3.59,5,vintagebooks
Fingersmith,False,Sarah Waters,Historical,2002.0,Riverhead Books,English,99141,3.98,5,riverheadbooks
The Bookseller of Kabul,False,Åsne Seierstad,Nonfiction,2004.0,Little Brown and Company,English,53997,3.74,1,littlebrowncompany
"Spirit Bound (Vampire Academy, #5)",True,Richelle Mead,Young Adult,2010.0,Razorbill,English,282218,4.31,3,razorbill
Flow Down Like Silver: Hypatia of Alexandria,False,Ki Longfellow,Historical,2009.0,Eio Books,English,7427,3.78,0,eiobooks
"Fifty Shades Darker (Fifty Shades, #2)",True,E.L. James,Romance,2011.0,The Writer's Coffee Shop Publishing House,English,805372,3.83,0,thewriterscoffeeshoppublishinghouse
If I Stay,True,Gayle Forman,Young Adult,2009.0,Viking,English,776292,3.93,5,viking
"Dreams of the Ringed Vale (Luthiel's Song, #1)",True,Robert Fanney,Fantasy,2005.0,Dark Forest Press,English,5726,3.54,0,darkforestpress
"A Breath of Snow and Ashes (Outlander, #6)",True,Diana Gabaldon,Historical,2006.0,Delta,English,157176,4.41,3,delta
Saturday,False,Ian McEwan,Fiction,2006.0,Anchor,English,71355,3.62,2,anchor
Choke,False,Chuck Palahniuk,Fiction,2002.0,Anchor Books,English,200197,3.7,0,anchorbooks
Before I Fall,False,Lauren Oliver,Young Adult,2010.0,HarperCollins,English,321498,3.89,5,harpercollins
"Odd Thomas (Odd Thomas, #1)",True,Dean Koontz,Horror,2006.0,Bantam,English,267954,3.96,1,bantam
The Book of Lost Things,False,John Connolly,Fantasy,2006.0,Atria Books,English,81802,3.91,2,atriabooks
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",True,Ron Hall,Nonfiction,2006.0,Thomas Nelson,English,92386,4.13,0,thomasnelson
"A Dirty Job (Grim Reaper, #1)",True,Christopher Moore,Humor,2006.0,William Morrow,English,119373,4.0,1,williammorrow
"Last Sacrifice (Vampire Academy, #6)",True,Richelle Mead,Young Adult,2010.0,Razorbill,English,276265,4.36,1,razorbill
High in School,False,Salman Aditya,Humor,2012.0,Unknown,English,4865,3.52,0,unknown
Fangirl,False,Rainbow Rowell,Young Adult,2013.0,St. Martin's Griffin,English,658164,4.0,5,stmartinsgriffin
"The Knife of Never Letting Go (Chaos Walking, #1)",True,Patrick Ness,Young Adult,2014.0,Candlewick Press,English,182157,3.96,5,candlewickpress
"Life After Life (Todd Family, #1)",True,Kate Atkinson,Fiction,2013.0,Reagan Arthur Books,English,213220,3.76,5,reaganarthurbooks
"The Red Pyramid (The Kane Chronicles, #1)",True,Rick Riordan,Fantasy,2010.0,Disney-Hyperion,English,359572,4.08,5,disneyhyperion
Sharp Objects,False,Gillian Flynn,Mystery,2006.0,Broadway Paperbacks,English,799630,3.99,4,broadwaypaperbacks
"Night Watch (Discworld, #29; City Watch, #6)",True,Terry Pratchett,Fantasy,2011.0,Corgi,English,104742,4.44,3,corgi
"Dark Lover (Black Dagger Brotherhood, #1)",True,J.R. Ward,Romance,2005.0,Penguin Group (USA),English,316390,4.16,7,penguingroup
Blankets,False,Craig Thompson,Sequential Art,2003.0,Top Shelf Productions,English,106353,4.03,6,topshelfproductions
The Book of Negroes,False,Lawrence Hill,Historical,2015.0,W. W. Norton  Company,English,82971,4.4,5,wwnortoncompany
"Bitten (Otherworld, #1)",True,Kelley Armstrong,Fantasy,2004.0,Plume Books,English,101957,4.0,0,plumebooks
Quiet: The Power of Introverts in a World That Can't Stop Talking,True,Susan Cain,Nonfiction,2012.0,Crown Publishing Group/Random House Inc.,English,371503,4.05,3,crownpublishinggrouprandomhouse
The Absolutely True Diary of a Part-Time Indian,False,Sherman Alexie,Young Adult,2007.0,Little Brown Books for Young Readers,English,247588,4.07,5,littlebrownbooksforyoungreaders
In the Heart of the Sea: The Tragedy of the Whaleship Essex,False,Nathaniel Philbrick,History,2001.0,Penguin Books,English,99832,4.1,4,penguinbooks
"The End of Faith: Religion, Terror, and the Future of Reason",False,Sam Harris,Nonfiction,2005.0,W. W. Norton  Company,English,44381,3.84,1,wwnortoncompany
And the Mountains Echoed,False,Khaled Hosseini,Fiction,2013.0,Riverhead Books,English,333161,4.05,4,riverheadbooks
The Orphan Master's Son,False,Adam Johnson,Fiction,2012.0,Random House,English,99322,4.03,5,randomhouse
On Chesil Beach,False,Ian McEwan,Fiction,2007.0,Jonathan Cape,English,87910,3.59,4,jonathancape
Consider the Lobster and Other Essays,False,David Foster Wallace,Nonfiction,2005.0,Little Brown and Company,English,49032,4.13,0,littlebrowncompany
"Brisingr (The Inheritance Cycle, #3)",True,Christopher Paolini,Fantasy,2008.0,Alfred A. Knopf,English,335537,4.05,0,alfredaknopf
"Dissolution (Matthew Shardlake, #1)",True,C.J. Sansom,Historical,2004.0,Pan,English,55186,4.01,0,pan
Tell No One,False,Harlan Coben,Mystery,2009.0,Dell Publishing Company,English,140265,4.07,5,dellpublishingcompany
The Last Song,False,Nicholas Sparks,Romance,2009.0,Grand Central Publishing,English,527945,4.15,1,grandcentralpublishing
Cell,False,Stephen King,Horror,2006.0,Pocket Star Books,English,207313,3.66,0,pocketstarbooks
"The Selection (The Selection, #1)",True,Kiera Cass,Young Adult,2012.0,HarperTeen,English,1132509,4.11,2,harperteen
Station Eleven,False,Emily St. John Mandel,Fiction,2014.0,Knopf,English,371561,4.05,5,knopf
Anathem,False,Neal Stephenson,Science Fiction,2008.0,William Morrow,English,70687,4.13,5,williammorrow
"The Hate U Give (The Hate U Give, #1)",True,Angie Thomas,Young Adult,2017.0,Balzer + Bray,English,652591,4.5,5,balzerbray
"The Angel's Game (The Cemetery of Forgotten Books, #2)",True,Carlos Ruiz Zafón,Fiction,2010.0,W&N,English,138692,3.94,0,wn
Just Kids,False,Patti Smith,Nonfiction,2010.0,Ecco,English,212592,4.15,5,ecco
The Casual Vacancy,False,J.K. Rowling,Fiction,2012.0,Little Brown and Company,English,320586,3.31,1,littlebrowncompany
The Tale of Despereaux,False,Kate DiCamillo,Fantasy,2008.0,Candlewick Press,English,179286,4.03,5,candlewickpress
Dear John,False,Nicholas Sparks,Romance,2006.0,Warner Books (NY),English,568293,4.03,0,warnerbooks
The Sisters Brothers,False,Patrick deWitt,Fiction,2011.0,Ecco,English,97822,3.82,5,ecco
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",False,Chuck Klosterman,Nonfiction,2004.0,Scribner,English,74588,3.71,0,scribner
Next,False,Michael Crichton,Fiction,2006.0,Harper,English,72496,3.55,0,harper
The Nightingale,False,Kristin Hannah,Historical,2015.0,St. Martin's Press,English,865811,4.57,3,stmartinspress
"Beautiful Darkness (Caster Chronicles, #2)",True,Kami Garcia,Young Adult,2010.0,Little Brown and Company,English,134543,3.82,1,littlebrowncompany
"Switched (Trylle, #1)",True,Amanda Hocking,Fantasy,2010.0,CreateSpace,English,100359,3.87,0,createspace
Tell the Wolves I'm Home,False,Carol Rifka Brunt,Fiction,2012.0,Random House,English,133718,4.02,2,randomhouse
"The Magicians' Guild (Black Magician Trilogy, #1)",True,Trudi Canavan,Fantasy,2004.0,Orbit,English,79988,3.93,0,orbit
Normal People,False,Sally Rooney,Fiction,2019.0,Hogarth Press,English,647837,3.85,5,hogarthpress
His Excellency: George Washington,False,Joseph J. Ellis,History,2005.0,Vintage,English,40901,3.91,0,vintage
"The Death Cure (The Maze Runner, #3)",True,James Dashner,Young Adult,2011.0,Delacorte Books for Young Readers,English,380527,3.77,0,delacortebooksforyoungreaders
Lips of a Mastodon,False,Ted Bernal Guevara,Drama,2015.0,Rumble Lit Press,English,7505,3.51,0,rumblelitpress
"Cold Days (The Dresden Files, #14)",True,Jim Butcher,Fantasy,2012.0,Penguin Group (USA),English,94623,4.45,1,penguingroup
"Bloodfever (Fever, #2)",True,Karen Marie Moning,Fantasy,2007.0,Delacorte Press,English,102680,4.25,1,delacortepress
"Blood & Spirits (The Coming Storm, #1)",True,Dennis Sharpe,Fantasy,2011.0,Createspace Independent Publishing Platform,English,5033,3.51,0,createspaceindependentpublishingplatform
Sold,False,Patricia McCormick,Young Adult,2006.0,Little Brown Books for Young Readers,English,52954,4.22,5,littlebrownbooksforyoungreaders
The Weight of Silence,False,Heather Gudenkauf,Fiction,2009.0,Mira,English,41526,3.94,3,mira
"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",False,Jen Lancaster,Womens Fiction,2006.0,NAL,English,50977,3.86,0,nal
La carte et le territoire,False,Michel Houellebecq,Fiction,2010.0,Flammarion,French,17330,3.95,3,flammarion
"When Will There Be Good News? (Jackson Brodie, #3)",True,Kate Atkinson,Mystery,2008.0,Little Brown and Company,English,43923,4.0,1,littlebrowncompany
"Empire of Storms (Throne of Glass, #5)",True,Sarah J. Maas,Fantasy,2016.0,Bloomsbury Children's Books,English,276156,4.52,1,bloomsburychildrens
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",True,Sarah J. Maas,Fantasy,2014.0,Bloomsbury Childrens,English,188352,4.34,0,bloomsburychildrens
Zeitoun,False,Dave Eggers,Nonfiction,2009.0,McSweeney's,English,79526,4.02,5,mcsweeneys
"We Got Zombies On The Lawn Again, Ma",False,Donnie  Smith,Horror,2013.0,Unknown,Unknown,97,3.34,0,unknown
The Millennial Reincarnations,False,Daniel M.  Harrison,Fiction,2015.0,Publick Media Publishing,English,39,3.79,0,publickmediapublishing
Unwifeable: A Memoir,False,Mandy Stadtmiller,Autobiography,2018.0,Gallery Books,English,3991,3.5,0,gallerybooks
"Olympos (Ilium, #2)",True,Dan Simmons,Science Fiction,2006.0,Harper Voyager,English,18944,3.94,1,harpervoyager
Winter of the World (The Century Trilogy #2),True,Ken Follett,Historical,2012.0,Berkley,English,139904,4.34,1,berkley
"Yours Truly, Taddy (The Undergrad Years, #2; Invitation to Eden, #1)",True,Avery Aster,New Adult,2014.0,Avery Aster Inc.,English,732,3.66,0,averyaster
Think Fast or Die,False,Simon W. Clark,Thriller,2019.0,Mystic Publishers,English,92,4.6,0,mysticpublishers
"Take a Deep Breath - 21 Top Tips for Relaxed, Rewarding and Healthy Life for Stressed Wage Earners",False,Michal Siwiec,Unknown,2012.0,Unknown,English,13,4.0,0,unknown
Rules,False,Cynthia Lord,Realistic Fiction,2006.0,Scholastic Press,English,57970,3.98,5,scholasticpress
The IX  (The IX #1),True,Andrew P. Weston,Science Fiction,2015.0,Perseid Press,Unknown,462,3.43,0,perseidpress
Salvage the Bones,True,Jesmyn Ward,Fiction,2011.0,Bloomsbury,English,55839,3.93,5,bloomsbury
"Born at Midnight (Shadow Falls, #1)",True,C.C. Hunter,Young Adult,2011.0,St. Martin's Griffin,English,87681,4.1,1,stmartinsgriffin
Angelica And Francesca,False,Kenneth Jarrett Singleton,Fiction,2005.0,iUniverse,English,408,4.55,0,iuniverse
The Undomestic Goddess,False,Sophie Kinsella,Womens Fiction,2006.0,Dial Press Trade Paperback,English,274063,3.84,0,dialpresstradepaperback
"Only Time Will Tell (The Clifton Chronicles, #1)",True,Jeffrey Archer,Fiction,2011.0,St. Martin's Press,English,81969,4.08,1,stmartinspress
The Algebraist,False,Iain M. Banks,Science Fiction,2006.0,Night Shade Books,English,21891,4.02,2,nightshadebooks
The Unwords,False,Non Nomen,Poetry,2012.0,Non Nomen,English,259,3.61,1,nonnomen
Engleby,False,Sebastian Faulks,Fiction,2007.0,Doubleday,English,8754,3.74,0,doubleday
"MaddAddam (MaddAddam, #3)",True,Margaret Atwood,Fiction,2013.0,Nan A. Talese,English,71852,3.98,5,nanatalese
This Changes Everything: Capitalism vs. The Climate,False,Naomi Klein,Nonfiction,2014.0,Simon  Schuster,English,23745,4.13,5,simonschuster
"Crank (Crank, #1)",True,Ellen Hopkins,Young Adult,2004.0,Margaret K. McElderry Books,English,134371,4.14,5,margaretkmcelderrybooks
A Capitalist in North Korea: My Seven Years in the Hermit Kingdom,False,Felix Abt,Nonfiction,2014.0,Tuttle Publishing,English,209,3.64,0,tuttlepublishing
History of Beauty,False,Umberto Eco,Art,2004.0,Rizzoli,English,55552,3.82,0,rizzoli
Skinhead... The Life I Chose: Memoirs of a Real Skin,False,Spike Pitt,Music,2014.0,Spike Pitt,English,2332,3.54,0,spikepitt
My Dream of You,False,Nuala O'Faolain,Fiction,2002.0,Riverhead Books,English,2421,3.57,1,riverheadbooks
A Bend in the Road,False,Nicholas Sparks,Romance,2005.0,Grand Central Publishing,English,142469,4.03,0,grandcentralpublishing
"Maisie Dobbs (Maisie Dobbs, #1)",True,Jacqueline Winspear,Mystery,2004.0,Penguin,English,96622,3.91,5,penguin
Benjamin Franklin: An American Life,False,Walter Isaacson,Biography,2004.0,Simon & Schuster,English,127973,4.0,0,simonschuster
"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",True,Veronica Roth,Young Adult,2012.0,Katherine Tegen Books,English,98639,4.12,0,katherinetegenbooks
"River Marked (Mercy Thompson, #6)",True,Patricia Briggs,Fantasy,2011.0,Orbit,English,83345,4.26,2,orbit
Special Topics in Calamity Physics,False,Marisha Pessl,Fiction,2006.0,Penguin Books Ltd,English,48877,3.71,4,penguinbooks
Nation,False,Terry Pratchett,Fantasy,2008.0,HarperCollins,English,33107,4.09,5,harpercollins
"Carnelian (Chalcedony Chronicles, #1)",True,B. Kristin McMichael,Fantasy,2014.0,Lexia Press,English,994,3.87,0,lexiapress
"The Circle Trilogy (The Circle, #1-3)",True,Ted Dekker,Fantasy,2008.0,Thomas Nelson,English,4099,4.48,0,thomasnelson
The Bone Clocks,False,David Mitchell,Fiction,2014.0,Random House,English,91337,3.83,5,randomhouse
God Is Dead,False,Ron Currie Jr.,Fiction,2007.0,Viking Adult,English,3036,3.75,1,vikingadult
"Gone Tomorrow (Jack Reacher, #13)",True,Lee Child,Thriller,2009.0,Transworld Publishers,English,96579,4.17,0,transworldpublishers
Where the Crawdads Sing,False,Delia Owens,Fiction,2018.0,G.P. Putnam’s Sons,English,1455040,4.46,3,gpputnamssons
GraceLand,False,Chris Abani,Fiction,2005.0,Picador,English,2396,3.79,5,picador
"The Blade Itself (The First Law, #1)",True,Joe Abercrombie,Fantasy,2007.0,Gollancz,English,190659,4.17,3,gollancz
Super Sad True Love Story,False,Gary Shteyngart,Fiction,2010.0,Random House Publishing Group,English,38807,3.45,2,therandomhousepublishinggroup
The Sugar Queen,False,Sarah Addison Allen,Fiction,2008.0,Bantam,English,50872,3.98,1,bantam
A Fraction of the Whole,False,Steve Toltz,Fiction,2008.0,Spiegel & Grau,English,18644,4.14,5,spiegelgrau
Secret Daughter,False,Shilpi Somaya Gowda,Fiction,2010.0,William Morrow,English,70926,3.99,3,williammorrow
Those Who Leave and Those Who Stay (The Neapolitan Novels #3),True,Elena Ferrante,Fiction,2014.0,Europa Editions,English,106467,4.32,2,europaeditions
Salem Falls,False,Jodi Picoult,Fiction,2002.0,Washington Square Press,English,75839,3.82,0,washingtonsquarepress
The Story of the Lost Child (The Neapolitan Novels #4),True,Elena Ferrante,Fiction,2015.0,Europa Editions,English,97850,4.41,4,europaeditions
"Skinny Dip (Skink, #5; Mick Stranahan #2)",True,Carl Hiaasen,Fiction,2006.0,Grand Central Publishing,English,41696,3.8,0,grandcentralpublishing
The Language of Flowers,False,Vanessa Diffenbaugh,Fiction,2011.0,Ballantine Books,English,203295,4.08,1,ballantinebooks
Monsters of Men (Chaos Walking #3),True,Patrick Ness,Young Adult,2010.0,Walker Books,English,81782,4.2,4,walkerbooks
Just One Look,False,Harlan Coben,Mystery,2005.0,Dutton,English,35910,4.01,0,dutton
"Wool (Wool, #1)",True,Hugh Howey,Science Fiction,2011.0,Broad Reach,English,80386,4.11,0,broadreach
Along for the Ride,False,Sarah Dessen,Young Adult,2009.0,Viking Books for Young Readers,English,195171,4.05,4,vikingbooksforyoungreaders
The Lost Books of the Odyssey,False,Zachary Mason,Fiction,2008.0,Starcherone Books,English,3011,3.93,3,starcheronebooks
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",False,Malcolm Gladwell,Nonfiction,2013.0,Little Brown and Company,English,163827,3.95,2,littlebrowncompany
"Something Blue (Darcy & Rachel, #2)",True,Emily Giffin,Womens Fiction,2006.0,St. Martin's Griffin,English,208198,3.93,0,stmartinsgriffin
"Origin (Robert Langdon, #5)",True,Dan Brown,Fiction,2017.0,Doubleday,English,286751,3.87,1,doubleday
Accelerando,False,Charles Stross,Science Fiction,2006.0,Ace Books,English,21652,3.89,5,acebooks
American Rust,False,Philipp Meyer,Fiction,2009.0,Spiegel & Grau,English,10118,3.72,2,spiegelgrau
Colombiano,False,Rusty Young,Fiction,2017.0,Bantam,English,1364,4.32,0,bantam
The Imperfectionists,False,Tom Rachman,Fiction,2010.0,The Dial Press,English,51509,3.55,3,thedialpress
The Stolen Child,False,Keith Donohue,Fantasy,2006.0,Nan A. Talese,English,11093,3.72,1,nanatalese
"The Tin Roof Blowdown (Dave Robicheaux, #16)",True,James Lee Burke,Mystery,2007.0,Simon & Schuster,English,13632,4.17,1,simonschuster
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",True,Rick Riordan,Fantasy,2015.0,Disney-Hyperion Books,English,179109,4.21,1,disneyhyperionbooks
After Dark,False,Haruki Murakami,Fiction,2007.0,Knopf,English,126502,3.72,1,knopf
"The Outlaw Demon Wails (The Hollows, #6)",True,Kim Harrison,Fantasy,2008.0,Eos,English,56977,4.35,0,eos
"Dreamfever (Fever, #4)",True,Karen Marie Moning,Fantasy,2009.0,Delacorte Press,English,97643,4.37,0,delacortepress
"Hunting Ground (Alpha & Omega, #2)",True,Patricia Briggs,Fantasy,2009.0,Ace,English,65954,4.25,1,ace
Longbourn,False,Jo Baker,Historical,2013.0,Knopf,English,53345,3.64,0,knopf
Hegemony or Survival: America's Quest for Global Dominance,True,Noam Chomsky,Politics,2004.0,Holt Paperbacks,English,12787,3.97,0,holtpaperbacks
Forbidden,False,Tabitha Suzuma,Young Adult,2010.0,Definitions,English,63642,4.0,5,definitions
"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",True,Alan Bradley,Mystery,2009.0,Delacorte Press,English,161484,3.82,5,delacortepress
Slave: My True Story,True,Mende Nazer,Nonfiction,2005.0,PublicAffairs,English,10200,4.16,0,publicaffairs
"Warbreaker (Warbreaker, #1)",True,Brandon Sanderson,Fantasy,2009.0,Self-published,English,142307,4.27,1,selfpublished
Alice's Tulips,False,Sandra Dallas,Historical,2001.0,St. Martin's Griffin,English,3847,3.82,1,stmartinsgriffin
"""A Problem from Hell"": America and the Age of Genocide",False,Samantha Power,Nonfiction,2003.0,Basic Books,English,9570,4.24,5,basicbooks
"The Iron Daughter (The Iron Fey, #2)",True,Julie Kagawa,Fantasy,2010.0,Harlequin Teen,English,129722,4.05,0,harlequinteen
The Master,False,Colm Tóibín,Fiction,2005.0,Scribner,English,9331,3.83,5,scribner
"Twelve Sharp (Stephanie Plum, #12)",True,Janet Evanovich,Mystery,2006.0,St. Martin's Press,English,93677,4.14,0,stmartinspress
The Autograph Man,False,Zadie Smith,Fiction,2003.0,Vintage,English,11883,3.16,4,vintage
"The Surgeon (Rizzoli & Isles, #1)",True,Tess Gerritsen,Mystery,2005.0,Bantam Books,English,153418,4.06,1,bantambooks
"Thief of Time (Discworld, #26; Death, #5)",True,Terry Pratchett,Fantasy,2008.0,HarperTorch,English,69542,4.21,2,harpertorch
Any Human Heart,False,William  Boyd,Fiction,2004.0,Vintage,English,17843,4.28,4,vintage
"Trickster's Choice (Daughter of the Lioness, #1)",True,Tamora Pierce,Fantasy,2004.0,Scholastic Press,English,70609,4.19,0,scholasticpress
"The Hard Way (Jack Reacher, #10)",True,Lee Child,Thriller,2006.0,Delacorte Press,English,72911,4.16,0,delacortepress
"Still Life (Chief Inspector Armand Gamache, #1)",True,Louise Penny,Mystery,2007.0,St. Martin's Paperbacks,English,186999,3.89,5,stmartinspaperbacks
The Blue Nowhere,False,Jeffery Deaver,Thriller,2001.0,Coronet Books (Hachette),English,10932,3.96,0,coronetbookshachette
"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",True,Carlos Ruiz Zafón,Fiction,2012.0,Harper,English,78115,4.08,1,harper
"Fool's Errand (Tawny Man, #1)",True,Robin Hobb,Fantasy,2002.0,Voyager,English,84373,4.29,0,voyager
Shalimar the Clown,False,Salman Rushdie,Fiction,2006.0,Random House Trade,English,13307,3.89,3,randomhousetrade
North of Beautiful,False,Justina Chen,Young Adult,2009.0,Little Brown Books for Young Readers,English,35282,3.92,5,littlebrownbooksforyoungreaders
A Man Without a Country,False,Kurt Vonnegut Jr.,Nonfiction,2007.0,Random House Trade Paperbacks,English,42716,4.05,0,randomhousetradepaperbacks
Ain't No Grave: The Life and Legacy of Brother Claude Ely,False,Macel Ely II,Music,2011.0,Dust to Digital,English,2167,3.51,0,dusttodigital
The Choice,False,Nicholas Sparks,Romance,2007.0,Grand Central Publishing,English,159723,4.0,0,grandcentralpublishing
Before You Know Kindness,False,Chris Bohjalian,Fiction,2005.0,Vintage,English,11087,3.48,0,vintage
The Wordy Shipmates,False,Sarah Vowell,Nonfiction,2008.0,Riverhead Books,English,25196,3.66,1,riverheadbooks
Twenties Girl,False,Sophie Kinsella,Womens Fiction,2009.0,The Dial Press,English,157643,3.84,2,thedialpress
"Shadow of Night (All Souls Trilogy, #2)",True,Deborah Harkness,Fantasy,2012.0,Viking Adult,English,215782,4.04,1,vikingadult
"One Shot (Jack Reacher, #9)",True,Lee Child,Thriller,2006.0,Dell Publishing Company,English,104015,4.21,1,dellpublishingcompany
"The Serpent's Tale (Mistress of the Art of Death, #2)",True,Ariana Franklin,Historical,2008.0,Putnam Adult,English,12247,3.96,0,putnamadult
Amazonia,False,James Rollins,Thriller,2002.0,Avon Books,English,32815,4.13,0,avonbooks
Lunar Park,False,Bret Easton Ellis,Fiction,2006.0,Vintage,English,35962,3.67,1,vintage
The Finkler Question,False,Howard Jacobson,Fiction,2010.0,Bloomsbury,English,14551,2.8,3,bloomsbury
Forever,False,Pete Hamill,Fiction,2003.0,Back Bay Books,English,11893,3.95,0,backbaybooks
Defending Jacob,False,William Landay,Fiction,2012.0,Delacorte Press,English,286558,3.98,4,delacortepress
"The Power of Six (Lorien Legacies, #2)",True,Pittacus Lore,Young Adult,2011.0,HarperCollins,English,133461,4.14,0,harpercollins
Together: AI and Human. On The Same Side.,False,Zoltan Andrejkovics,Artificial Intelligence,2019.0,Amazon Digital Services LLC,English,50,4.18,0,amazondigitalservices
Freaks I've Met,False,Donald Jans,Humor,2015.0,Sheabeau Publishing,English,3324,3.92,1,sheabeaupublishing
Intermix Nation,False,M.P. Attardo,Science Fiction,2013.0,Unknown,English,202,4.15,0,unknown
The Summer that Melted Everything,False,Tiffany   McDaniel,Fiction,2016.0,St. Martin's Press,English,8059,3.97,3,stmartinspress
"Warm Bodies (Warm Bodies, #1)",True,Isaac Marion,Romance,2010.0,Random House Vintage,English,101236,3.91,0,randomhousevintage
First Light (Globiuz #1),True,R.L.  Douglas,Unknown,2018.0,Createspace Independent Publishing Platform,English,4,4.0,0,createspaceindependentpublishingplatform
Regular People of The Weak: A Rebel's Experience With The Spiritual Chief of Poets,False,Shareef Mabrouk,Unknown,2014.0,Createspace Independent Publishing Platform,Unknown,10,4.8,0,createspaceindependentpublishingplatform
The Gates to Love and War,False,Janie Pendleton,Unknown,2008.0,Booksurge Publishing,English,29,4.59,0,booksurgepublishing
I am an Island,False,Jonathan Culver,Fiction,2011.0,Lulu,Unknown,21,3.81,0,lulu
A Spy at Home,False,Joseph Rinaldo,Unknown,2010.0,Unknown,English,38,3.71,0,unknown
"Clearly's Corruption (Witch In The Woods, #2)",True,Taylor Ann Bunker,Young Adult,2014.0,CreateSpace,English,39,4.44,0,createspace
"Firefly Lane (Firefly Lane, #1)",True,Kristin Hannah,Fiction,2008.0,St. Martin's Press,English,284180,4.12,1,stmartinspress
"Twisted (Twisted, #1)",True,Lola Smirnova,Dark,2014.0,Createspace Independent Publishing Platform,English,188,3.81,2,createspaceindependentpublishingplatform
"Witch Song (Witch Song, #1)",True,Amber Argyle,Fantasy,2011.0,Starling Publishing,English,5375,3.68,0,starlingpublishing
Palette of Love,False,Ashok  Kallarakkal,Unknown,2013.0,Leadstart Publishing Pvt Ltd,English,20,3.95,0,leadstartpublishingpvt
A Monster Calls,False,Patrick Ness,Fantasy,2011.0,Walker Books,English,240496,4.31,5,walkerbooks
A List of Cages,False,Robin Roe,Contemporary,2017.0,Disney-Hyperion,English,21873,4.27,3,disneyhyperion
The Sea of Tranquility,False,Katja Millay,Young Adult,2012.0,Atria Books,English,83063,4.29,2,atriabooks
"Love Walked In (Love Walked In, #1)",True,Marisa de los Santos,Fiction,2006.0,Plume Books,English,36289,3.72,0,plumebooks
Gone for Good,False,Harlan Coben,Mystery,2003.0,Dell Publishing Company,English,55665,4.1,0,dellpublishingcompany
Second Glance,False,Jodi Picoult,Fiction,2004.0,Washington Square Press,English,43502,3.8,0,washingtonsquarepress
Pregnancy and Men,False,Pratik Patil,Parenting,2015.0,Createspace Independent Publishing Platform,English,47,3.85,0,createspaceindependentpublishingplatform
Secret Deceptions (Amatore's Restaurant #1),True,James Sillwood,Unknown,2014.0,Createspace Independent Publishing Platform,English,48,4.46,0,createspaceindependentpublishingplatform
"Daemon (Daemon, #1)",True,Daniel Suarez,Science Fiction,2009.0,Dutton Books,English,46832,4.16,0,duttonbooks
The V Girl: a Coming of Age Story,False,Mya Robarts,Romance,2015.0,Mya Robarts,English,14752,4.02,0,myarobarts
Arthur & George,False,Julian Barnes,Fiction,2007.0,Vintage International,English,18743,3.74,2,vintageinternational
Pompeii,False,Robert   Harris,Historical,2005.0,Random House Trade Paperbacks,English,39727,3.83,0,randomhousetradepaperbacks
"Tiger's Curse (The Tiger Saga, #1)",True,Colleen Houck,Fantasy,2011.0,Sterling,English,59579,4.06,3,sterling
Remainder,False,Tom McCarthy,Fiction,2007.0,Vintage,English,6925,3.66,1,vintage
The Tainted Trust (The King Trilogy #2),True,Stephen Douglass,Thriller,2014.0,Stephen Douglass,English,3457,3.96,0,stephendouglass
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,False,A.J. Jacobs,Nonfiction,2007.0,Simon & Schuster,English,69858,3.74,1,simonschuster
Madame de Stäel,False,Maria Fairweather,Biography,2006.0,Da Capo Press,English,126,4.24,0,dacapopress
Train Dreams,False,Denis Johnson,Fiction,2011.0,Farrar Straus and Giroux,English,19660,3.85,1,farrarstrausgiroux
The Violets of March,False,Sarah Jio,Fiction,2011.0,Plume,English,23869,3.82,0,plume
The Fall of Berlin 1945,False,Antony Beevor,History,2003.0,Penguin Books,English,14929,4.26,0,penguinbooks
